match_id,innings,bowler,runs_conceded,wickets_taken,dots_bowled,fours_conceded,sixes_conceded,bowling_team,opposition_team,overs_bowled,economy_rate
202557,1,Jadeja,34,1,8,2,2,CSK,KKR,4.0,8.5
202557,1,Khaleel Ahmed,15,0,7,3,0,CSK,KKR,2.0,7.5
202557,1,Noor Ahmad,32,4,8,3,1,CSK,KKR,4.0,8.0
202557,1,Pathirana,40,0,2,2,2,CSK,KKR,4.0,10.0
202557,2,Harshit Rana,44,2,8,2,4,KKR,CSK,4.0,11.0
202557,2,Moeen Ali,23,1,3,1,2,KKR,CSK,2.0,11.5
202557,2,Narine,28,0,9,2,1,KKR,CSK,4.0,7.0
202557,2,Russell,22,0,5,2,1,KKR,CSK,2.4,8.25
202557,2,Vaibhav Arora,48,3,7,3,5,KKR,CSK,3.0,16.0
202557,2,Varun Chakaravarthy,18,2,12,1,0,KKR,CSK,4.0,4.5
202558,1,Axar,25,0,2,1,2,DC,PBKS,2.0,12.5
202558,1,Chameera,27,0,4,2,2,DC,PBKS,2.0,13.5
202558,1,Kuldeep Yadav,29,0,1,2,2,DC,PBKS,2.0,14.5
202558,1,Madhav Tiwari,14,0,0,2,0,DC,PBKS,1.0,14.0
202558,1,Mitchell Starc,23,0,4,5,0,DC,PBKS,2.0,11.5
202558,1,T Natarajan,4,1,4,0,0,DC,PBKS,1.1,3.4285714285714284
202559,1,Akash Madhwal,48,1,6,6,2,RR,PBKS,4.0,12.0
202559,1,Fazalhaq Farooqi,39,0,3,4,2,RR,PBKS,3.0,13.0
202559,1,Hasaranga,33,0,4,2,2,RR,PBKS,3.0,11.0
202559,1,Kwena Maphaka,36,1,7,5,2,RR,PBKS,3.0,12.0
202559,1,Riyan Parag,25,1,5,2,1,RR,PBKS,3.0,8.333333333333334
202559,1,Tushar Deshpande,37,2,9,4,1,RR,PBKS,4.0,9.25
202559,2,Arshdeep Singh,60,0,9,6,4,PBKS,RR,4.0,15.0
202559,2,Azmatullah,44,2,6,2,3,PBKS,RR,4.0,11.0
202559,2,Bartlett,12,0,3,3,0,PBKS,RR,1.0,12.0
202559,2,Chahal,30,0,8,1,2,PBKS,RR,4.0,7.5
202559,2,Harpreet Brar,22,3,9,2,0,PBKS,RR,4.0,5.5
202559,2,Marco Jansen,41,2,7,6,2,PBKS,RR,3.0,13.666666666666666
202560,1,Arshad Khan,7,1,8,0,0,GT,DC,2.0,3.5
202560,1,Prasidh,41,1,5,3,2,GT,DC,4.0,10.25
202560,1,Rabada,34,0,2,1,4,GT,DC,2.0,17.0
202560,1,Rashid Khan,33,0,3,3,0,GT,DC,4.0,8.25
202560,1,Sai Kishore,47,1,6,4,3,GT,DC,4.0,11.75
202560,1,Siraj,37,0,11,6,1,GT,DC,4.0,9.25
202560,2,Axar,35,0,5,4,2,DC,GT,3.0,11.666666666666666
202560,2,Chameera,22,0,3,2,1,DC,GT,2.0,11.0
202560,2,Kuldeep Yadav,38,0,3,1,2,DC,GT,4.0,9.5
202560,2,Mustafizur,24,0,5,3,0,DC,GT,3.0,8.0
202560,2,T Natarajan,49,0,1,5,3,DC,GT,3.0,16.333333333333332
202560,2,Vipraj Nigam,37,0,4,0,3,DC,GT,4.0,9.25
202561,1,Cummins,34,0,7,3,1,SRH,LSG,4.0,8.5
202561,1,Eshan Malinga,28,2,10,3,1,SRH,LSG,4.0,7.0
202561,1,Harsh Dubey,44,1,5,3,3,SRH,LSG,4.0,11.0
202561,1,Harshal Patel,48,1,10,5,1,SRH,LSG,4.0,12.0
202561,1,Nitish Reddy,28,3,4,2,2,SRH,LSG,2.0,14.0
202561,1,Zeeshan Ansari,22,0,0,1,1,SRH,LSG,2.0,11.0
202561,2,Akash Deep,34,0,4,3,1,LSG,SRH,3.0,11.333333333333334
202561,2,Avesh Khan,25,0,4,2,0,LSG,SRH,3.0,8.333333333333334
202561,2,Digvesh Rathi,37,2,8,4,1,LSG,SRH,4.0,9.25
202561,2,Markram,14,0,1,1,1,LSG,SRH,1.0,14.0
202561,2,Ravi Bishnoi,26,0,1,0,4,LSG,SRH,1.0,26.0
202561,2,Thakur,40,2,3,5,0,LSG,SRH,4.1,9.6
202561,2,William ORourke,31,1,5,4,2,LSG,SRH,2.2,13.285714285714285
202562,1,Akash Madhwal,30,3,7,2,0,RR,CSK,4.0,7.5
202562,1,Hasaranga,27,1,10,0,2,RR,CSK,4.0,6.75
202562,1,Kwena Maphaka,21,0,4,2,1,RR,CSK,2.0,10.5
202562,1,Riyan Parag,26,0,3,1,2,RR,CSK,2.0,13.0
202562,1,Tushar Deshpande,34,1,9,6,0,RR,CSK,4.0,8.5
202562,1,Yudhvir Singh,48,3,9,5,3,RR,CSK,4.0,12.0
202562,2,Anshul Kamboj,21,1,8,2,1,CSK,RR,3.0,7.0
202562,2,Ashwin,41,2,6,1,4,CSK,RR,4.0,10.25
202562,2,Jadeja,27,0,3,1,3,CSK,RR,2.0,13.5
202562,2,Khaleel Ahmed,35,0,6,6,1,CSK,RR,3.0,11.666666666666666
202562,2,Noor Ahmad,42,1,4,3,2,CSK,RR,3.0,14.0
202562,2,Pathirana,22,0,3,2,1,CSK,RR,2.1,10.153846153846155
202563,1,Chameera,54,1,6,3,5,DC,MI,4.0,13.5
202563,1,Kuldeep Yadav,22,1,9,1,0,DC,MI,4.0,5.5
202563,1,Mukesh Kumar,48,2,7,5,3,DC,MI,4.0,12.0
202563,1,Mustafizur,30,1,10,2,2,DC,MI,4.0,7.5
202563,1,Vipraj Nigam,26,0,7,3,0,DC,MI,4.0,6.5
202563,2,Boult,29,1,8,4,0,MI,DC,4.0,7.25
202563,2,Bumrah,12,3,12,1,0,MI,DC,3.2,3.5999999999999996
202563,2,Chahar,22,1,8,3,0,MI,DC,3.0,7.333333333333333
202563,2,Karn Sharma,31,1,4,2,2,MI,DC,3.0,10.333333333333334
202563,2,Santner,11,3,16,1,0,MI,DC,4.0,2.75
202563,2,Will Jacks,16,1,2,2,1,MI,DC,1.0,16.0
202564,1,Arshad Khan,37,1,4,3,2,GT,LSG,3.0,12.333333333333334
202564,1,Prasidh,44,0,6,3,3,GT,LSG,4.0,11.0
202564,1,Rabada,46,0,7,2,4,GT,LSG,4.0,11.5
202564,1,Rashid Khan,36,0,2,3,3,GT,LSG,2.0,18.0
202564,1,Sai Kishore,35,1,6,1,4,GT,LSG,3.0,11.666666666666666
202564,1,Siraj,37,0,10,5,1,GT,LSG,4.0,9.25
202564,2,Akash Deep,49,0,8,5,3,LSG,GT,4.0,12.25
202564,2,Akash Maharaj Singh,29,1,5,5,0,LSG,GT,3.1,9.157894736842106
202564,2,Avesh Khan,51,2,4,5,3,LSG,GT,3.5,13.304347826086955
202564,2,Ayush Badoni,4,2,2,0,0,LSG,GT,1.0,4.0
202564,2,Shahbaz Ahmed,42,1,6,2,2,LSG,GT,4.0,10.5
202564,2,William ORourke,27,3,7,3,0,LSG,GT,4.0,6.75
202565,1,Bhuvneshwar,45,1,7,3,3,RCB,SRH,4.0,11.25
202565,1,Krunal Pandya,38,1,5,1,3,RCB,SRH,4.0,9.5
202565,1,Ngidi,51,1,4,4,3,RCB,SRH,4.0,12.75
202565,1,Shepherd,15,2,5,0,1,RCB,SRH,2.0,7.5
202565,1,Suyash Sharma,46,1,2,5,3,RCB,SRH,3.0,15.333333333333334
202565,1,Yash Dayal,36,0,4,3,2,RCB,SRH,3.0,12.0
202565,2,Cummins,34,3,10,4,1,SRH,RCB,4.0,8.5
202565,2,Eshan Malinga,41,3,9,4,2,SRH,RCB,4.0,10.25
202565,2,Harsh Dubey,20,1,3,0,2,SRH,RCB,2.0,10.0
202565,2,Harshal Patel,39,1,9,5,1,SRH,RCB,3.5,10.17391304347826
202565,2,Nitish Reddy,13,1,4,0,1,SRH,RCB,2.0,6.5
202565,2,Unadkat,42,1,6,5,1,SRH,RCB,4.0,10.5
202566,1,Kuldeep Yadav,39,2,7,1,3,DC,PBKS,4.0,9.75
202566,1,Mohit Sharma,47,0,5,5,2,DC,PBKS,4.0,11.75
202566,1,Mukesh Kumar,49,1,9,6,2,DC,PBKS,4.0,12.25
202566,1,Mustafizur,33,3,8,1,2,DC,PBKS,4.0,8.25
202566,1,Vipraj Nigam,38,2,5,4,1,DC,PBKS,4.0,9.5
202566,2,Arshdeep Singh,35,0,6,4,1,PBKS,DC,4.0,8.75
202566,2,Azmatullah,46,0,6,6,2,PBKS,DC,4.0,11.5
202566,2,Harpreet Brar,41,2,5,3,2,PBKS,DC,4.0,10.25
202566,2,Marco Jansen,44,1,7,1,4,PBKS,DC,4.0,11.0
202566,2,Praveen Dubey,21,1,3,4,0,PBKS,DC,2.0,10.5
202566,2,Stoinis,21,0,1,0,2,PBKS,DC,1.3,14.0
202567,1,Arshad Khan,42,0,1,3,4,GT,CSK,2.0,21.0
202567,1,Gerald Coetzee,36,0,3,5,1,GT,CSK,3.0,12.0
202567,1,Prasidh,27,2,13,3,1,GT,CSK,4.0,6.75
202567,1,Rashid Khan,42,1,5,2,3,GT,CSK,4.0,10.5
202567,1,Sai Kishore,23,1,3,1,2,GT,CSK,2.0,11.5
202567,1,Shahrukh Khan,13,1,1,1,1,GT,CSK,1.0,13.0
202567,1,Siraj,47,0,9,4,3,GT,CSK,4.0,11.75
202567,2,Anshul Kamboj,13,3,9,0,1,CSK,GT,2.3,5.2
202567,2,Hooda,15,0,1,1,1,CSK,GT,1.0,15.0
202567,2,Jadeja,17,2,5,1,0,CSK,GT,3.0,5.666666666666667
202567,2,Khaleel Ahmed,18,1,11,3,0,CSK,GT,3.0,6.0
202567,2,Noor Ahmad,22,3,11,1,1,CSK,GT,4.0,5.5
202567,2,Pathirana,29,1,9,2,2,CSK,GT,3.0,9.666666666666666
202567,2,Shivam Dube,33,0,1,2,2,CSK,GT,2.0,16.5
202568,1,Harshit Rana,45,0,3,5,3,KKR,SRH,3.0,15.0
202568,1,Narine,42,2,8,1,4,KKR,SRH,4.0,10.5
202568,1,Nortje,63,0,5,7,3,KKR,SRH,4.0,15.75
202568,1,Russell,34,0,2,4,2,KKR,SRH,2.0,17.0
202568,1,Vaibhav Arora,39,1,9,3,2,KKR,SRH,4.0,9.75
202568,1,Varun Chakaravarthy,54,0,2,3,5,KKR,SRH,3.0,18.0
202568,2,Abhishek Sharma,26,0,3,2,2,SRH,KKR,2.0,13.0
202568,2,Cummins,25,0,6,1,3,SRH,KKR,2.0,12.5
202568,2,Eshan Malinga,31,3,10,1,3,SRH,KKR,3.4,8.454545454545455
202568,2,Harsh Dubey,34,3,10,1,3,SRH,KKR,4.0,8.5
202568,2,Harshal Patel,21,0,5,2,1,SRH,KKR,2.0,10.5
202568,2,Nitish Reddy,6,0,1,0,0,SRH,KKR,1.0,6.0
202568,2,Unadkat,25,4,11,4,0,SRH,KKR,4.0,6.25
202569,1,Arshdeep Singh,28,2,11,4,0,PBKS,MI,4.0,7.0
202569,1,Harpreet Brar,36,1,5,2,2,PBKS,MI,4.0,9.0
202569,1,Jamieson,42,0,8,5,2,PBKS,MI,4.0,10.5
202569,1,Marco Jansen,33,2,12,4,1,PBKS,MI,4.0,8.25
202569,1,Vijaykumar Vyshak,44,2,10,2,3,PBKS,MI,4.0,11.0
202569,2,Ashwani Kumar,16,0,0,3,0,MI,PBKS,1.0,16.0
202569,2,Boult,37,0,6,5,1,MI,PBKS,3.3,10.571428571428571
202569,2,Bumrah,24,1,14,3,1,MI,PBKS,4.0,6.0
202569,2,Chahar,28,0,10,3,2,MI,PBKS,3.0,9.333333333333334
202569,2,Hardik Pandya,29,0,1,2,2,MI,PBKS,2.0,14.5
202569,2,Santner,41,2,7,3,2,MI,PBKS,4.0,10.25
202569,2,Will Jacks,12,0,1,1,0,MI,PBKS,1.0,12.0
202570,1,Bhuvneshwar,47,1,7,4,3,RCB,LSG,4.0,11.75
202570,1,Krunal Pandya,14,0,5,0,1,RCB,LSG,2.0,7.0
202570,1,N Thushara,30,1,9,4,0,RCB,LSG,4.0,7.5
202570,1,Shepherd,51,1,6,2,5,RCB,LSG,4.0,12.75
202570,1,Suyash Sharma,40,0,3,3,3,RCB,LSG,3.0,13.333333333333334
202570,1,Yash Dayal,45,0,2,5,2,RCB,LSG,3.0,15.0
202570,2,Akash Maharaj Singh,40,1,6,7,0,LSG,RCB,4.0,10.0
202570,2,Avesh Khan,32,1,5,5,0,LSG,RCB,3.0,10.666666666666666
202570,2,Ayush Badoni,9,0,1,0,1,LSG,RCB,0.4,13.5
202570,2,Digvesh Rathi,36,0,5,3,1,LSG,RCB,4.0,9.0
202570,2,Shahbaz Ahmed,39,0,3,6,1,LSG,RCB,3.0,13.0
202570,2,William ORourke,74,2,3,9,4,LSG,RCB,4.0,18.5
202571,1,Bhuvneshwar,17,1,5,3,0,RCB,PBKS,2.0,8.5
202571,1,Hazlewood,21,3,10,2,1,RCB,PBKS,3.1,6.631578947368421
202571,1,Krunal Pandya,10,0,2,0,1,RCB,PBKS,1.0,10.0
202571,1,Shepherd,9,1,3,2,0,RCB,PBKS,1.0,9.0
202571,1,Suyash Sharma,18,3,10,0,1,RCB,PBKS,3.0,6.0
202571,1,Yash Dayal,26,2,11,1,1,RCB,PBKS,4.0,6.5
202571,2,Arshdeep Singh,24,0,2,3,1,PBKS,RCB,2.0,12.0
202571,2,Azmatullah,10,0,3,2,0,PBKS,RCB,1.0,10.0
202571,2,Harpreet Brar,18,0,2,1,1,PBKS,RCB,2.0,9.0
202571,2,Jamieson,27,1,9,4,1,PBKS,RCB,3.0,9.0
202571,2,Musheer Khan,27,1,1,2,2,PBKS,RCB,2.0,13.5
202572,1,Gerald Coetzee,50,0,5,0,7,GT,MI,3.0,16.666666666666668
202572,1,Prasidh,59,2,5,4,5,GT,MI,4.0,14.75
202572,1,Rashid Khan,32,0,8,2,2,GT,MI,4.0,8.0
202572,1,Sai Kishore,42,2,6,4,2,GT,MI,4.0,10.5
202572,1,Siraj,37,1,7,4,1,GT,MI,4.0,9.25
202572,1,Washington Sundar,7,0,2,1,0,GT,MI,1.0,7.0
202572,2,Ashwani Kumar,29,1,5,3,0,MI,GT,3.3,8.285714285714286
202572,2,Boult,56,2,6,1,6,MI,GT,4.0,14.0
202572,2,Bumrah,28,1,10,2,1,MI,GT,4.0,7.0
202572,2,Hardik Pandya,37,0,3,5,1,MI,GT,3.0,12.333333333333334
202572,2,Naman Dhir,9,0,1,1,0,MI,GT,1.0,9.0
202572,2,Richard Gleeson,39,1,5,7,0,MI,GT,3.3,11.142857142857142
202572,2,Santner,10,1,2,2,0,MI,GT,1.0,10.0
202573,1,Arshdeep Singh,44,0,4,7,0,PBKS,MI,4.0,11.0
202573,1,Azmatullah,45,2,5,5,1,PBKS,MI,4.0,11.25
202573,1,Chahal,39,1,7,2,3,PBKS,MI,4.0,9.75
202573,1,Jamieson,30,1,8,2,1,PBKS,MI,4.0,7.5
202573,1,Stoinis,15,1,2,1,0,PBKS,MI,1.0,15.0
202573,1,Vijaykumar Vyshak,30,1,6,1,2,PBKS,MI,3.0,10.0
202573,2,Ashwani Kumar,55,2,9,2,6,MI,PBKS,4.0,13.75
202573,2,Boult,38,2,9,7,0,MI,PBKS,4.0,9.5
202573,2,Bumrah,40,0,6,3,2,MI,PBKS,4.0,10.0
202573,2,Hardik Pandya,19,1,4,2,1,MI,PBKS,2.0,9.5
202573,2,Santner,15,0,1,1,0,MI,PBKS,2.0,7.5
202573,2,Topley,40,0,6,2,4,MI,PBKS,3.0,13.333333333333334
202574,1,Arshdeep Singh,40,3,8,3,2,PBKS,RCB,4.0,10.0
202574,1,Azmatullah,35,1,3,2,1,PBKS,RCB,4.0,8.75
202574,1,Chahal,37,1,3,1,2,PBKS,RCB,4.0,9.25
202574,1,Jamieson,48,3,9,3,4,PBKS,RCB,4.0,12.0
202574,1,Vijaykumar Vyshak,30,1,5,2,0,PBKS,RCB,4.0,7.5
202574,2,Bhuvneshwar,38,2,9,2,3,RCB,PBKS,4.0,9.5
202574,2,Hazlewood,55,1,6,3,5,RCB,PBKS,4.0,13.75
202574,2,Krunal Pandya,17,2,12,0,1,RCB,PBKS,4.0,4.25
202574,2,Shepherd,30,1,5,2,2,RCB,PBKS,3.0,10.0
202574,2,Suyash Sharma,20,0,3,0,2,RCB,PBKS,2.0,10.0
202574,2,Yash Dayal,24,1,7,2,1,RCB,PBKS,3.0,8.0
